Sample_1	Site_1	Mass_1	C1	H1	O1	N1	S1	P1	MolForm_1	El_comp_1	Class_1
BJ_E2	BJ	335.0918393	12	20	7	2	1	0	C12H20O7N2S	CHONS	AminoSugar
BJ_E2	BJ	335.0740493	12	20	5	2	2	0	C12H20O5N2S2	CHONS	Protein
BJ_E2	BJ	323.0805384	12	20	8	0	1	0	C12H20O8S	CHOS	AminoSugar
BJ_E2	BJ	319.0969255	12	20	6	2	1	0	C12H20O6N2S	CHONS	Protein
BJ_E2	BJ	307.0856952	12	20	7	0	1	0	C12H20O7S	CHOS	AminoSugar
BJ_E2	BJ	303.1197808	12	20	7	2	0	0	C12H20O7N2	CHON	AminoSugar
BJ_E2	BJ	303.1020038	12	20	5	2	1	0	C12H20O5N2S	CHONS	Protein
BJ_E2	BJ	291.1084801	12	20	8	0	0	0	C12H20O8	CHO	AminoSugar
BJ_E2	BJ	291.0907582	12	20	6	0	1	0	C12H20O6S	CHOS	Protein
BJ_E2	BJ	287.1248453	12	20	6	2	0	0	C12H20O6N2	CHON	Protein
BJ_E2	BJ	275.0958524	12	20	5	0	1	0	C12H20O5S	CHOS	Protein
BJ_E2	BJ	271.1299032	12	20	5	2	0	0	C12H20O5N2	CHON	Protein
BJ_E2	BJ	259.1186691	12	20	6	0	0	0	C12H20O6	CHO	Protein
BJ_E2	BJ	259.1009071	12	20	4	0	1	0	C12H20O4S	CHOS	Protein
BJ_E2	BJ	255.1350225	12	20	4	2	0	0	C12H20O4N2	CHON	Protein
BJ_E2	BJ	243.1237524	12	20	5	0	0	0	C12H20O5	CHO	Protein
BJ_E2	BJ	227.1288415	12	20	4	0	0	0	C12H20O4	CHO	Protein
BJ_E2	BJ	211.1339236	12	20	3	0	0	0	C12H20O3	CHO	Lipid
BJ_E2	BJ	312.0216856	9	15	7	1	2	0	C9H15O7NS2	CHONS	Carb
BJ_E2	BJ	296.0267841	9	15	6	1	2	0	C9H15O6NS2	CHONS	AminoSugar
BJ_E2	BJ	280.0318509	9	15	5	1	2	0	C9H15O5NS2	CHONS	AminoSugar
BJ_E2	BJ	264.054675	9	15	6	1	1	0	C9H15O6NS	CHONS	AminoSugar
BJ_E2	BJ	264.036942	9	15	4	1	2	0	C9H15O4NS2	CHONS	Protein
BJ_E2	BJ	248.0598027	9	15	5	1	1	0	C9H15O5NS	CHONS	AminoSugar
BJ_E2	BJ	248.0420338	9	15	3	1	2	0	C9H15O3NS2	CHONS	Protein
BJ_E2	BJ	232.0648742	9	15	4	1	1	0	C9H15O4NS	CHONS	Protein
BJ_E2	BJ	216.0877075	9	15	5	1	0	0	C9H15O5N	CHON	AminoSugar
BJ_E2	BJ	216.0699626	9	15	3	1	1	0	C9H15O3NS	CHONS	Protein
BJ_E2	BJ	200.0927879	9	15	4	1	0	0	C9H15O4N	CHON	Protein
BJ_E2	BJ	192.9998355	6	10	3	0	2	0	C6H10O3S2	CHOS	Protein
BJ_E2	BJ	177.0226967	6	10	4	0	1	0	C6H10O4S	CHOS	AminoSugar
BJ_E2	BJ	161.0455273	6	10	5	0	0	0	C6H10O5	CHO	Carb
BJ_E2	BJ	161.0277814	6	10	3	0	1	0	C6H10O3S	CHOS	Protein
BJ_E2	BJ	145.0506255	6	10	4	0	0	0	C6H10O4	CHO	AminoSugar
BJ_E2	BJ	622.3780037	34	57	7	1	1	0	C34H57O7NS	CHONS	Lipid
BJ_E2	BJ	663.3231807	31	52	15	0	0	0	C31H52O15	CHO	Protein
BJ_E2	BJ	583.348737	31	52	10	0	0	0	C31H52O10	CHO	Protein
BJ_E2	BJ	567.3539779	31	52	9	0	0	0	C31H52O9	CHO	Lipid
BJ_E2	BJ	540.3178373	28	47	9	1	0	0	C28H47O9N	CHON	Protein
BJ_E2	BJ	524.322863	28	47	8	1	0	0	C28H47O8N	CHON	Lipid
BJ_E2	BJ	533.2604024	25	42	12	0	0	0	C25H42O12	CHO	Protein
BJ_E2	BJ	517.2653204	25	42	11	0	0	0	C25H42O11	CHO	Protein
BJ_E2	BJ	513.2817762	25	42	9	2	0	0	C25H42O9N2	CHON	Protein
BJ_E2	BJ	501.2705285	25	42	10	0	0	0	C25H42O10	CHO	Protein
BJ_E2	BJ	485.275496	25	42	9	0	0	0	C25H42O9	CHO	Protein
BJ_E2	BJ	469.2807379	25	42	8	0	0	0	C25H42O8	CHO	Protein
BJ_E2	BJ	453.2857845	25	42	7	0	0	0	C25H42O7	CHO	Lipid
BJ_E2	BJ	437.2908468	25	42	6	0	0	0	C25H42O6	CHO	Lipid
BJ_E2	BJ	421.2960711	25	42	5	0	0	0	C25H42O5	CHO	Lipid
BJ_E2	BJ	405.3010735	25	42	4	0	0	0	C25H42O4	CHO	Lipid
BJ_E2	BJ	582.1973371	22	37	13	3	1	0	C22H37O13N3S	CHONS	AminoSugar
BJ_E2	BJ	502.2406076	22	37	10	3	0	0	C22H37O10N3	CHON	Protein
BJ_E2	BJ	490.2115931	22	37	9	1	1	0	C22H37O9NS	CHONS	Protein
BJ_E2	BJ	474.234499	22	37	10	1	0	0	C22H37O10N	CHON	Protein
BJ_E2	BJ	474.2167671	22	37	8	1	1	0	C22H37O8NS	CHONS	Protein
BJ_E2	BJ	470.2508844	22	37	8	3	0	0	C22H37O8N3	CHON	Protein
BJ_E2	BJ	458.2394926	22	37	9	1	0	0	C22H37O9N	CHON	Protein
BJ_E2	BJ	458.2217067	22	37	7	1	1	0	C22H37O7NS	CHONS	Protein
BJ_E2	BJ	442.2446539	22	37	8	1	0	0	C22H37O8N	CHON	Protein
BJ_E2	BJ	442.226861	22	37	6	1	1	0	C22H37O6NS	CHONS	Lipid
BJ_E2	BJ	426.2497551	22	37	7	1	0	0	C22H37O7N	CHON	Protein
BJ_E2	BJ	410.2548544	22	37	6	1	0	0	C22H37O6N	CHON	Lipid
BJ_E2	BJ	394.2599228	22	37	5	1	0	0	C22H37O5N	CHON	Lipid
BJ_E2	BJ	858.4605671	41	69	16	3	0	0	C41H69O16N3	CHON	Protein
BJ_E2	BJ	707.448748	38	64	10	2	0	0	C38H64O10N2	CHON	Lipid
BJ_E2	BJ	483.1718389	19	32	14	0	0	0	C19H32O14	CHO	Carb
BJ_E2	BJ	483.154054	19	32	12	0	1	0	C19H32O12S	CHOS	AminoSugar
BJ_E2	BJ	467.1769924	19	32	13	0	0	0	C19H32O13	CHO	AminoSugar
BJ_E2	BJ	451.1820295	19	32	12	0	0	0	C19H32O12	CHO	AminoSugar
BJ_E2	BJ	451.1642776	19	32	10	0	1	0	C19H32O10S	CHOS	Protein
BJ_E2	BJ	435.1871795	19	32	11	0	0	0	C19H32O11	CHO	AminoSugar
BJ_E2	BJ	419.1923314	19	32	10	0	0	0	C19H32O10	CHO	Protein
BJ_E2	BJ	415.2086231	19	32	8	2	0	0	C19H32O8N2	CHON	Protein
BJ_E2	BJ	403.1973933	19	32	9	0	0	0	C19H32O9	CHO	Protein
BJ_E2	BJ	399.2136994	19	32	7	2	0	0	C19H32O7N2	CHON	Protein
BJ_E2	BJ	387.2024226	19	32	8	0	0	0	C19H32O8	CHO	Protein
BJ_E2	BJ	383.218679	19	32	6	2	0	0	C19H32O6N2	CHON	Protein
BJ_E2	BJ	371.2075652	19	32	7	0	0	0	C19H32O7	CHO	Protein
BJ_E2	BJ	355.2126605	19	32	6	0	0	0	C19H32O6	CHO	Protein
BJ_E2	BJ	355.1947535	19	32	4	0	1	0	C19H32O4S	CHOS	Lipid
BJ_E2	BJ	339.2176774	19	32	5	0	0	0	C19H32O5	CHO	Lipid
BJ_E2	BJ	339.1999484	19	32	3	0	1	0	C19H32O3S	CHOS	Lipid
BJ_E2	BJ	712.3668056	35	59	8	3	2	0	C35H59O8N3S2	CHONS	Lipid
BJ_E2	BJ	636.3936564	35	59	7	1	1	0	C35H59O7NS	CHONS	Lipid
BJ_E2	BJ	693.3336214	32	54	16	0	0	0	C32H54O16	CHO	Protein
BJ_E2	BJ	661.3437922	32	54	14	0	0	0	C32H54O14	CHO	Protein
BJ_E2	BJ	645.3488972	32	54	13	0	0	0	C32H54O13	CHO	Protein
BJ_E2	BJ	629.3541452	32	54	12	0	0	0	C32H54O12	CHO	Protein
BJ_E2	BJ	613.3591893	32	54	11	0	0	0	C32H54O11	CHO	Protein
BJ_E2	BJ	581.3697875	32	54	9	0	0	0	C32H54O9	CHO	Lipid
BJ_E2	BJ	468.1114781	16	27	9	3	2	0	C16H27O9N3S2	CHONS	AminoSugar
BJ_E2	BJ	436.1394925	16	27	9	3	1	0	C16H27O9N3S	CHONS	AminoSugar
BJ_E2	BJ	408.1333755	16	27	9	1	1	0	C16H27O9NS	CHONS	AminoSugar
BJ_E2	BJ	392.1384965	16	27	8	1	1	0	C16H27O8NS	CHONS	Protein
BJ_E2	BJ	388.172563	16	27	8	3	0	0	C16H27O8N3	CHON	Protein
BJ_E2	BJ	376.1612609	16	27	9	1	0	0	C16H27O9N	CHON	AminoSugar
BJ_E2	BJ	372.1775678	16	27	7	3	0	0	C16H27O7N3	CHON	Protein
BJ_E2	BJ	360.1663609	16	27	8	1	0	0	C16H27O8N	CHON	Protein
BJ_E2	BJ	360.1485819	16	27	6	1	1	0	C16H27O6NS	CHONS	Protein
BJ_E2	BJ	356.1827142	16	27	6	3	0	0	C16H27O6N3	CHON	Protein
BJ_E2	BJ	344.1715025	16	27	7	1	0	0	C16H27O7N	CHON	Protein
BJ_E2	BJ	344.1536825	16	27	5	1	1	0	C16H27O5NS	CHONS	Protein
BJ_E2	BJ	340.1878143	16	27	5	3	0	0	C16H27O5N3	CHON	Protein
BJ_E2	BJ	328.1765769	16	27	6	1	0	0	C16H27O6N	CHON	Protein
BJ_E2	BJ	312.1816523	16	27	5	1	0	0	C16H27O5N	CHON	Protein
BJ_E2	BJ	296.1866958	16	27	4	1	0	0	C16H27O4N	CHON	Lipid
BJ_E2	BJ	570.3280928	29	49	10	1	0	0	C29H49O10N	CHON	Protein
BJ_E2	BJ	554.3333702	29	49	9	1	0	0	C29H49O9N	CHON	Protein
BJ_E2	BJ	538.3385704	29	49	8	1	0	0	C29H49O8N	CHON	Lipid
BJ_E2	BJ	522.3438226	29	49	7	1	0	0	C29H49O7N	CHON	Lipid
BJ_E2	BJ	547.2760779	26	44	12	0	0	0	C26H44O12	CHO	Protein
BJ_E2	BJ	531.2810033	26	44	11	0	0	0	C26H44O11	CHO	Protein
BJ_E2	BJ	515.2860438	26	44	10	0	0	0	C26H44O10	CHO	Protein
BJ_E2	BJ	499.2913994	26	44	9	0	0	0	C26H44O9	CHO	Protein
BJ_E2	BJ	483.2963734	26	44	8	0	0	0	C26H44O8	CHO	Protein
BJ_E2	BJ	467.301481	26	44	7	0	0	0	C26H44O7	CHO	Lipid
BJ_E2	BJ	451.3065431	26	44	6	0	0	0	C26H44O6	CHO	Lipid
BJ_E2	BJ	419.316733	26	44	4	0	0	0	C26H44O4	CHO	Lipid
BJ_E2	BJ	413.0694243	13	22	9	2	2	0	C13H22O9N2S2	CHONS	AminoSugar
BJ_E2	BJ	397.0744552	13	22	8	2	2	0	C13H22O8N2S2	CHONS	AminoSugar
BJ_E2	BJ	381.0795895	13	22	7	2	2	0	C13H22O7N2S2	CHONS	Protein
BJ_E2	BJ	349.1074694	13	22	7	2	1	0	C13H22O7N2S	CHONS	Protein
BJ_E2	BJ	337.078439	13	22	6	0	2	0	C13H22O6S2	CHOS	Protein
BJ_E2	BJ	321.1190584	13	22	9	0	0	0	C13H22O9	CHO	AminoSugar
BJ_E2	BJ	321.1012965	13	22	7	0	1	0	C13H22O7S	CHOS	Protein
BJ_E2	BJ	317.1354895	13	22	7	2	0	0	C13H22O7N2	CHON	Protein
BJ_E2	BJ	305.106439	13	22	6	0	1	0	C13H22O6S	CHOS	Protein
BJ_E2	BJ	301.1405105	13	22	6	2	0	0	C13H22O6N2	CHON	Protein
BJ_E2	BJ	289.1292507	13	22	7	0	0	0	C13H22O7	CHO	Protein
BJ_E2	BJ	289.1115287	13	22	5	0	1	0	C13H22O5S	CHOS	Protein
BJ_E2	BJ	285.1455838	13	22	5	2	0	0	C13H22O5N2	CHON	Protein
BJ_E2	BJ	273.1343618	13	22	6	0	0	0	C13H22O6	CHO	Protein
BJ_E2	BJ	273.1166078	13	22	4	0	1	0	C13H22O4S	CHOS	Protein
BJ_E2	BJ	269.1506775	13	22	4	2	0	0	C13H22O4N2	CHON	Protein
BJ_E2	BJ	257.1394373	13	22	5	0	0	0	C13H22O5	CHO	Protein
BJ_E2	BJ	241.1444705	13	22	4	0	0	0	C13H22O4	CHO	Protein
BJ_E2	BJ	564.2234106	23	39	11	3	1	0	C23H39O11N3S	CHONS	Protein
BJ_E2	BJ	504.2272786	23	39	9	1	1	0	C23H39O9NS	CHONS	Protein
BJ_E2	BJ	488.2500496	23	39	10	1	0	0	C23H39O10N	CHON	Protein
BJ_E2	BJ	488.2324457	23	39	8	1	1	0	C23H39O8NS	CHONS	Protein
BJ_E2	BJ	472.2551832	23	39	9	1	0	0	C23H39O9N	CHON	Protein
BJ_E2	BJ	472.2374423	23	39	7	1	1	0	C23H39O7NS	CHONS	Protein
BJ_E2	BJ	456.2603904	23	39	8	1	0	0	C23H39O8N	CHON	Protein
BJ_E2	BJ	440.2654493	23	39	7	1	0	0	C23H39O7N	CHON	Protein
BJ_E2	BJ	424.2704412	23	39	6	1	0	0	C23H39O6N	CHON	Lipid
BJ_E2	BJ	659.3646606	33	56	13	0	0	0	C33H56O13	CHO	Protein
BJ_E2	BJ	627.3748034	33	56	11	0	0	0	C33H56O11	CHO	Protein
BJ_E2	BJ	611.3797669	33	56	10	0	0	0	C33H56O10	CHO	Protein
BJ_E2	BJ	584.3440927	30	51	10	1	0	0	C30H51O10N	CHON	Protein
BJ_E2	BJ	568.3489448	30	51	9	1	0	0	C30H51O9N	CHON	Protein
BJ_E2	BJ	472.3795237	30	51	3	1	0	0	C30H51O3N	CHON	Lipid
BJ_E2	BJ	541.1528805	20	34	11	2	2	0	C20H34O11N2S2	CHONS	AminoSugar
BJ_E2	BJ	465.1976184	20	34	12	0	0	0	C20H34O12	CHO	AminoSugar
BJ_E2	BJ	461.1964324	20	34	8	2	1	0	C20H34O8N2S	CHONS	Protein
BJ_E2	BJ	433.2078387	20	34	10	0	0	0	C20H34O10	CHO	Protein
BJ_E2	BJ	429.224206	20	34	8	2	0	0	C20H34O8N2	CHON	Protein
BJ_E2	BJ	417.2131412	20	34	9	0	0	0	C20H34O9	CHO	Protein
BJ_E2	BJ	417.1951503	20	34	7	0	1	0	C20H34O7S	CHOS	Protein
BJ_E2	BJ	413.2292138	20	34	7	2	0	0	C20H34O7N2	CHON	Protein
BJ_E2	BJ	401.2181008	20	34	8	0	0	0	C20H34O8	CHO	Protein
BJ_E2	BJ	385.2231948	20	34	7	0	0	0	C20H34O7	CHO	Protein
BJ_E2	BJ	369.2283031	20	34	6	0	0	0	C20H34O6	CHO	Protein
BJ_E2	BJ	353.233428	20	34	5	0	0	0	C20H34O5	CHO	Lipid
BJ_E2	BJ	353.2156631	20	34	3	0	1	0	C20H34O3S	CHOS	Lipid
BJ_E2	BJ	337.2384337	20	34	4	0	0	0	C20H34O4	CHO	Lipid
BJ_E2	BJ	342.0323642	10	17	8	1	2	0	C10H17O8NS2	CHONS	Carb
BJ_E2	BJ	326.0373004	10	17	7	1	2	0	C10H17O7NS2	CHONS	Carb
BJ_E2	BJ	310.0424255	10	17	6	1	2	0	C10H17O6NS2	CHONS	AminoSugar
BJ_E2	BJ	294.0475517	10	17	5	1	2	0	C10H17O5NS2	CHONS	Protein
BJ_E2	BJ	278.0703233	10	17	6	1	1	0	C10H17O6NS	CHONS	AminoSugar
BJ_E2	BJ	278.0525423	10	17	4	1	2	0	C10H17O4NS2	CHONS	Protein
BJ_E2	BJ	262.0754153	10	17	5	1	1	0	C10H17O5NS	CHONS	Protein
BJ_E2	BJ	246.0982988	10	17	6	1	0	0	C10H17O6N	CHON	AminoSugar
BJ_E2	BJ	246.0805168	10	17	4	1	1	0	C10H17O4NS	CHONS	Protein
BJ_E2	BJ	230.1033441	10	17	5	1	0	0	C10H17O5N	CHON	Protein
BJ_E2	BJ	214.1084623	10	17	4	1	0	0	C10H17O4N	CHON	Protein
BJ_E2	BJ	653.2773873	27	46	16	2	0	0	C27H46O16N2	CHON	AminoSugar
BJ_E2	BJ	609.2760981	27	46	15	0	0	0	C27H46O15	CHO	AminoSugar
BJ_E2	BJ	577.2863809	27	46	13	0	0	0	C27H46O13	CHO	Protein
BJ_E2	BJ	545.2967212	27	46	11	0	0	0	C27H46O11	CHO	Protein
BJ_E2	BJ	545.2789653	27	46	9	0	1	0	C27H46O9S	CHOS	Protein
BJ_E2	BJ	529.3018781	27	46	10	0	0	0	C27H46O10	CHO	Protein
BJ_E2	BJ	529.2840382	27	46	8	0	1	0	C27H46O8S	CHOS	Lipid
BJ_E2	BJ	513.3069131	27	46	9	0	0	0	C27H46O9	CHO	Protein
BJ_E2	BJ	497.3119873	27	46	8	0	0	0	C27H46O8	CHO	Lipid
BJ_E2	BJ	481.3172359	27	46	7	0	0	0	C27H46O7	CHO	Lipid
BJ_E2	BJ	465.322309	27	46	6	0	0	0	C27H46O6	CHO	Lipid
BJ_E2	BJ	449.3273427	27	46	5	0	0	0	C27H46O5	CHO	Lipid
BJ_E2	BJ	782.3372045	34	58	17	1	0	1	C34H58O17NP	CHONP	Protein
BJ_E2	BJ	654.3422972	34	58	5	1	2	1	C34H58O5NS2P	CHONSP	Lipid
BJ_E2	BJ	466.1321951	17	29	8	3	2	0	C17H29O8N3S2	CHONS	Protein
BJ_E2	BJ	406.1540631	17	29	8	1	1	0	C17H29O8NS	CHONS	Protein
BJ_E2	BJ	402.1881432	17	29	8	3	0	0	C17H29O8N3	CHON	Protein
BJ_E2	BJ	390.1769317	17	29	9	1	0	0	C17H29O9N	CHON	Protein
BJ_E2	BJ	390.1591298	17	29	7	1	1	0	C17H29O7NS	CHONS	Protein
BJ_E2	BJ	386.1932782	17	29	7	3	0	0	C17H29O7N3	CHON	Protein
BJ_E2	BJ	374.1820529	17	29	8	1	0	0	C17H29O8N	CHON	Protein
BJ_E2	BJ	374.1641689	17	29	6	1	1	0	C17H29O6NS	CHONS	Protein
BJ_E2	BJ	370.1982207	17	29	6	3	0	0	C17H29O6N3	CHON	Protein
BJ_E2	BJ	358.1871155	17	29	7	1	0	0	C17H29O7N	CHON	Protein
BJ_E2	BJ	358.1692446	17	29	5	1	1	0	C17H29O5NS	CHONS	Lipid
BJ_E2	BJ	354.2035098	17	29	5	3	0	0	C17H29O5N3	CHON	Lipid
BJ_E2	BJ	342.1922039	17	29	6	1	0	0	C17H29O6N	CHON	Protein
BJ_E2	BJ	486.2709312	24	41	9	1	0	0	C24H41O9N	CHON	Protein
BJ_E2	BJ	470.2760283	24	41	8	1	0	0	C24H41O8N	CHON	Protein
BJ_E2	BJ	470.2583254	24	41	6	1	1	0	C24H41O6NS	CHONS	Lipid
BJ_E2	BJ	454.2810551	24	41	7	1	0	0	C24H41O7N	CHON	Lipid
BJ_E2	BJ	438.2861646	24	41	6	1	0	0	C24H41O6N	CHON	Lipid
BJ_E2	BJ	502.390149	31	53	4	1	0	0	C31H53O4N	CHON	Lipid
BJ_E2	BJ	607.2968385	28	48	14	0	0	0	C28H48O14	CHO	Protein
BJ_E2	BJ	575.3071402	28	48	12	0	0	0	C28H48O12	CHO	Protein
BJ_E2	BJ	559.3122389	28	48	11	0	0	0	C28H48O11	CHO	Protein
BJ_E2	BJ	543.3175924	28	48	10	0	0	0	C28H48O10	CHO	Protein
BJ_E2	BJ	527.3226399	28	48	9	0	0	0	C28H48O9	CHO	Protein
BJ_E2	BJ	511.3276244	28	48	8	0	0	0	C28H48O8	CHO	Lipid
BJ_E2	BJ	495.3327921	28	48	7	0	0	0	C28H48O7	CHO	Lipid
BJ_E2	BJ	479.3378272	28	48	6	0	0	0	C28H48O6	CHO	Lipid
BJ_E2	BJ	571.1992083	21	36	16	2	0	0	C21H36O16N2	CHON	Carb
BJ_E2	BJ	527.1980894	21	36	15	0	0	0	C21H36O15	CHO	Carb
BJ_E2	BJ	447.2235887	21	36	10	0	0	0	C21H36O10	CHO	Protein
BJ_E2	BJ	431.2287368	21	36	9	0	0	0	C21H36O9	CHO	Protein
BJ_E2	BJ	427.2449971	21	36	7	2	0	0	C21H36O7N2	CHON	Protein
BJ_E2	BJ	415.233863	21	36	8	0	0	0	C21H36O8	CHO	Protein
BJ_E2	BJ	399.2388533	21	36	7	0	0	0	C21H36O7	CHO	Protein
BJ_E2	BJ	383.2438899	21	36	6	0	0	0	C21H36O6	CHO	Lipid
BJ_E2	BJ	367.2489479	21	36	5	0	0	0	C21H36O5	CHO	Lipid
BJ_E2	BJ	411.090171	14	24	8	2	2	0	C14H24O8N2S2	CHONS	AminoSugar
BJ_E2	BJ	351.1297498	14	24	10	0	0	0	C14H24O10	CHO	Carb
BJ_E2	BJ	351.0941809	14	24	6	0	2	0	C14H24O6S2	CHOS	Protein
BJ_E2	BJ	347.1460318	14	24	8	2	0	0	C14H24O8N2	CHON	AminoSugar
BJ_E2	BJ	335.1348202	14	24	9	0	0	0	C14H24O9	CHO	AminoSugar
BJ_E2	BJ	335.1168862	14	24	7	0	1	0	C14H24O7S	CHOS	Protein
BJ_E2	BJ	331.1511297	14	24	7	2	0	0	C14H24O7N2	CHON	Protein
BJ_E2	BJ	319.1398094	14	24	8	0	0	0	C14H24O8	CHO	AminoSugar
BJ_E2	BJ	319.1219995	14	24	6	0	1	0	C14H24O6S	CHOS	Protein
BJ_E2	BJ	315.1561294	14	24	6	2	0	0	C14H24O6N2	CHON	Protein
BJ_E2	BJ	303.1449488	14	24	7	0	0	0	C14H24O7	CHO	Protein
BJ_E2	BJ	303.1271888	14	24	5	0	1	0	C14H24O5S	CHOS	Protein
BJ_E2	BJ	299.1612233	14	24	5	2	0	0	C14H24O5N2	CHON	Protein
BJ_E2	BJ	299.1255933	14	24	1	2	2	0	C14H24ON2S2	CHONS	Lipid
BJ_E2	BJ	287.1500093	14	24	6	0	0	0	C14H24O6	CHO	Protein
BJ_E2	BJ	271.1550901	14	24	5	0	0	0	C14H24O5	CHO	Protein
BJ_E2	BJ	255.1601325	14	24	4	0	0	0	C14H24O4	CHO	Lipid
BJ_E2	BJ	255.0001877	7	12	6	0	2	0	C7H12O6S2	CHOS	Carb
BJ_E2	BJ	207.0332373	7	12	5	0	1	0	C7H12O5S	CHOS	Carb
BJ_E2	BJ	207.0154803	7	12	3	0	2	0	C7H12O3S2	CHOS	Protein
BJ_E2	BJ	191.0382982	7	12	4	0	1	0	C7H12O4S	CHOS	AminoSugar
BJ_E2	BJ	175.0434343	7	12	3	0	1	0	C7H12O3S	CHOS	Protein
BJ_E2	BJ	159.0662659	7	12	4	0	0	0	C7H12O4	CHO	AminoSugar
BJ_E2	BJ	676.3368911	32	55	12	1	1	0	C32H55O12NS	CHONS	Protein
BJ_E2	BJ	516.2816326	25	43	10	1	0	0	C25H43O10N	CHON	Protein
BJ_E2	BJ	516.2635006	25	43	8	1	1	0	C25H43O8NS	CHONS	Protein
BJ_E2	BJ	500.2864205	25	43	9	1	0	0	C25H43O9N	CHON	Protein
BJ_E2	BJ	500.2685715	25	43	7	1	1	0	C25H43O7NS	CHONS	Lipid
BJ_E2	BJ	484.2916037	25	43	8	1	0	0	C25H43O8N	CHON	Protein
BJ_E2	BJ	484.2737968	25	43	6	1	1	0	C25H43O6NS	CHONS	Lipid
BJ_E2	BJ	468.2966764	25	43	7	1	0	0	C25H43O7N	CHON	Lipid
BJ_E2	BJ	452.3019318	25	43	6	1	0	0	C25H43O6N	CHON	Lipid
BJ_E2	BJ	464.170959	18	31	9	3	1	0	C18H31O9N3S	CHONS	Protein
BJ_E2	BJ	436.1644994	18	31	9	1	1	0	C18H31O9NS	CHONS	Protein
BJ_E2	BJ	420.1697015	18	31	8	1	1	0	C18H31O8NS	CHONS	Protein
BJ_E2	BJ	416.2038702	18	31	8	3	0	0	C18H31O8N3	CHON	Protein
BJ_E2	BJ	404.1926316	18	31	9	1	0	0	C18H31O9N	CHON	Protein
BJ_E2	BJ	400.2089586	18	31	7	3	0	0	C18H31O7N3	CHON	Protein
BJ_E2	BJ	388.197697	18	31	8	1	0	0	C18H31O8N	CHON	Protein
BJ_E2	BJ	388.179852	18	31	6	1	1	0	C18H31O6NS	CHONS	Protein
BJ_E2	BJ	384.2139264	18	31	6	3	0	0	C18H31O6N3	CHON	Protein
BJ_E2	BJ	372.2027528	18	31	7	1	0	0	C18H31O7N	CHON	Protein
BJ_E2	BJ	356.2078351	18	31	6	1	0	0	C18H31O6N	CHON	Protein
BJ_E2	BJ	340.2129232	18	31	5	1	0	0	C18H31O5N	CHON	Lipid
BJ_E2	BJ	324.2180081	18	31	4	1	0	0	C18H31O4N	CHON	Lipid
BJ_E2	BJ	573.3277954	29	50	11	0	0	0	C29H50O11	CHO	Protein
BJ_E2	BJ	557.3332406	29	50	10	0	0	0	C29H50O10	CHO	Protein
BJ_E2	BJ	541.3380446	29	50	9	0	0	0	C29H50O9	CHO	Protein
BJ_E2	BJ	525.3434445	29	50	8	0	0	0	C29H50O8	CHO	Lipid
BJ_E2	BJ	509.3483886	29	50	7	0	0	0	C29H50O7	CHO	Lipid
BJ_E2	BJ	493.3534969	29	50	6	0	0	0	C29H50O6	CHO	Lipid
BJ_E2	BJ	489.2451988	22	38	10	2	0	0	C22H38O10N2	CHON	Protein
BJ_E2	BJ	477.234157	22	38	11	0	0	0	C22H38O11	CHO	Protein
BJ_E2	BJ	473.2504796	22	38	9	2	0	0	C22H38O9N2	CHON	Protein
BJ_E2	BJ	473.2325707	22	38	7	2	1	0	C22H38O7N2S	CHONS	Protein
BJ_E2	BJ	457.255497	22	38	8	2	0	0	C22H38O8N2	CHON	Protein
BJ_E2	BJ	445.2442632	22	38	9	0	0	0	C22H38O9	CHO	Protein
BJ_E2	BJ	441.2605921	22	38	7	2	0	0	C22H38O7N2	CHON	Protein
BJ_E2	BJ	429.249439	22	38	8	0	0	0	C22H38O8	CHO	Protein
BJ_E2	BJ	413.2545038	22	38	7	0	0	0	C22H38O7	CHO	Protein
BJ_E2	BJ	397.2595327	22	38	6	0	0	0	C22H38O6	CHO	Lipid
BJ_E2	BJ	381.26471	22	38	5	0	0	0	C22H38O5	CHO	Lipid
BJ_E2	BJ	356.0479365	11	19	8	1	2	0	C11H19O8NS2	CHONS	Carb
BJ_E2	BJ	340.0529896	11	19	7	1	2	0	C11H19O7NS2	CHONS	AminoSugar
BJ_E2	BJ	324.0581384	11	19	6	1	2	0	C11H19O6NS2	CHONS	Protein
BJ_E2	BJ	308.0631783	11	19	5	1	2	0	C11H19O5NS2	CHONS	Protein
BJ_E2	BJ	292.0859953	11	19	6	1	1	0	C11H19O6NS	CHONS	Protein
BJ_E2	BJ	288.1200575	11	19	6	3	0	0	C11H19O6N3	CHON	Protein
BJ_E2	BJ	276.0910347	11	19	5	1	1	0	C11H19O5NS	CHONS	Protein
BJ_E2	BJ	260.1139545	11	19	6	1	0	0	C11H19O6N	CHON	Protein
BJ_E2	BJ	260.0961515	11	19	4	1	1	0	C11H19O4NS	CHONS	Protein
BJ_E2	BJ	244.1190389	11	19	5	1	0	0	C11H19O5N	CHON	Protein
BJ_E2	BJ	228.1241381	11	19	4	1	0	0	C11H19O4N	CHON	Protein
BJ_E2	BJ	530.2794218	26	45	8	1	1	0	C26H45O8NS	CHONS	Protein
BJ_E2	BJ	514.3022249	26	45	9	1	0	0	C26H45O9N	CHON	Protein
BJ_E2	BJ	514.28438	26	45	7	1	1	0	C26H45O7NS	CHONS	Lipid
BJ_E2	BJ	498.3072804	26	45	8	1	0	0	C26H45O8N	CHON	Protein
